Water Immersion Test
PING 192.168.42.1 (192.168.42.1) 56(84) bytes of data.
From 192.168.42.2 icmp_seq=139 Destination Host Unreachable
From 192.168.42.2 icmp_seq=140 Destination Host Unreachable
From 192.168.42.2 icmp_seq=141 Destination Host Unreachable
From 192.168.42.2 icmp_seq=142 Destination Host Unreachable
From 192.168.42.2 icmp_seq=143 Destination Host Unreachable
From 192.168.42.2 icmp_seq=144 Destination Host Unreachable
From 192.168.42.2 icmp_seq=145 Destination Host Unreachable
From 192.168.42.2 icmp_seq=146 Destination Host Unreachable
From 192.168.42.2 icmp_seq=147 Destination Host Unreachable
From 192.168.42.2 icmp_seq=148 Destination Host Unreachable
From 192.168.42.2 icmp_seq=149 Destination Host Unreachable
From 192.168.42.2 icmp_seq=150 Destination Host Unreachable
From 192.168.42.2 icmp_seq=151 Destination Host Unreachable
From 192.168.42.2 icmp_seq=152 Destination Host Unreachable
From 192.168.42.2 icmp_seq=153 Destination Host Unreachable
From 192.168.42.2 icmp_seq=154 Destination Host Unreachable
From 192.168.42.2 icmp_seq=155 Destination Host Unreachable
From 192.168.42.2 icmp_seq=156 Destination Host Unreachable
From 192.168.42.2 icmp_seq=157 Destination Host Unreachable
From 192.168.42.2 icmp_seq=158 Destination Host Unreachable
From 192.168.42.2 icmp_seq=159 Destination Host Unreachable
From 192.168.42.2 icmp_seq=160 Destination Host Unreachable
From 192.168.42.2 icmp_seq=161 Destination Host Unreachable
From 192.168.42.2 icmp_seq=162 Destination Host Unreachable
From 192.168.42.2 icmp_seq=163 Destination Host Unreachable
From 192.168.42.2 icmp_seq=164 Destination Host Unreachable
From 192.168.42.2 icmp_seq=165 Destination Host Unreachable
From 192.168.42.2 icmp_seq=166 Destination Host Unreachable
From 192.168.42.2 icmp_seq=167 Destination Host Unreachable
From 192.168.42.2 icmp_seq=168 Destination Host Unreachable
From 192.168.42.2 icmp_seq=169 Destination Host Unreachable
From 192.168.42.2 icmp_seq=170 Destination Host Unreachable
From 192.168.42.2 icmp_seq=171 Destination Host Unreachable
From 192.168.42.2 icmp_seq=172 Destination Host Unreachable
From 192.168.42.2 icmp_seq=173 Destination Host Unreachable
From 192.168.42.2 icmp_seq=174 Destination Host Unreachable
From 192.168.42.2 icmp_seq=175 Destination Host Unreachable
From 192.168.42.2 icmp_seq=176 Destination Host Unreachable
From 192.168.42.2 icmp_seq=177 Destination Host Unreachable
From 192.168.42.2 icmp_seq=178 Destination Host Unreachable
From 192.168.42.2 icmp_seq=179 Destination Host Unreachable
From 192.168.42.2 icmp_seq=180 Destination Host Unreachable
From 192.168.42.2 icmp_seq=181 Destination Host Unreachable
From 192.168.42.2 icmp_seq=182 Destination Host Unreachable
From 192.168.42.2 icmp_seq=183 Destination Host Unreachable
From 192.168.42.2 icmp_seq=184 Destination Host Unreachable
From 192.168.42.2 icmp_seq=185 Destination Host Unreachable
From 192.168.42.2 icmp_seq=186 Destination Host Unreachable
From 192.168.42.2 icmp_seq=187 Destination Host Unreachable
From 192.168.42.2 icmp_seq=188 Destination Host Unreachable
From 192.168.42.2 icmp_seq=189 Destination Host Unreachable
From 192.168.42.2 icmp_seq=190 Destination Host Unreachable
From 192.168.42.2 icmp_seq=191 Destination Host Unreachable
From 192.168.42.2 icmp_seq=192 Destination Host Unreachable
From 192.168.42.2 icmp_seq=193 Destination Host Unreachable
From 192.168.42.2 icmp_seq=194 Destination Host Unreachable
From 192.168.42.2 icmp_seq=195 Destination Host Unreachable
From 192.168.42.2 icmp_seq=196 Destination Host Unreachable
From 192.168.42.2 icmp_seq=197 Destination Host Unreachable
From 192.168.42.2 icmp_seq=198 Destination Host Unreachable
From 192.168.42.2 icmp_seq=199 Destination Host Unreachable
From 192.168.42.2 icmp_seq=200 Destination Host Unreachable
From 192.168.42.2 icmp_seq=201 Destination Host Unreachable
From 192.168.42.2 icmp_seq=202 Destination Host Unreachable
From 192.168.42.2 icmp_seq=203 Destination Host Unreachable
From 192.168.42.2 icmp_seq=204 Destination Host Unreachable
From 192.168.42.2 icmp_seq=205 Destination Host Unreachable
From 192.168.42.2 icmp_seq=206 Destination Host Unreachable
From 192.168.42.2 icmp_seq=207 Destination Host Unreachable
From 192.168.42.2 icmp_seq=208 Destination Host Unreachable
From 192.168.42.2 icmp_seq=209 Destination Host Unreachable
From 192.168.42.2 icmp_seq=210 Destination Host Unreachable
From 192.168.42.2 icmp_seq=211 Destination Host Unreachable
From 192.168.42.2 icmp_seq=212 Destination Host Unreachable
From 192.168.42.2 icmp_seq=213 Destination Host Unreachable
From 192.168.42.2 icmp_seq=214 Destination Host Unreachable
From 192.168.42.2 icmp_seq=215 Destination Host Unreachable
From 192.168.42.2 icmp_seq=216 Destination Host Unreachable
From 192.168.42.2 icmp_seq=217 Destination Host Unreachable
From 192.168.42.2 icmp_seq=218 Destination Host Unreachable
From 192.168.42.2 icmp_seq=219 Destination Host Unreachable
From 192.168.42.2 icmp_seq=220 Destination Host Unreachable
From 192.168.42.2 icmp_seq=221 Destination Host Unreachable
From 192.168.42.2 icmp_seq=222 Destination Host Unreachable
From 192.168.42.2 icmp_seq=223 Destination Host Unreachable
From 192.168.42.2 icmp_seq=224 Destination Host Unreachable
From 192.168.42.2 icmp_seq=225 Destination Host Unreachable
From 192.168.42.2 icmp_seq=226 Destination Host Unreachable
From 192.168.42.2 icmp_seq=227 Destination Host Unreachable
From 192.168.42.2 icmp_seq=228 Destination Host Unreachable
From 192.168.42.2 icmp_seq=229 Destination Host Unreachable
From 192.168.42.2 icmp_seq=230 Destination Host Unreachable
From 192.168.42.2 icmp_seq=231 Destination Host Unreachable
From 192.168.42.2 icmp_seq=232 Destination Host Unreachable
From 192.168.42.2 icmp_seq=233 Destination Host Unreachable
From 192.168.42.2 icmp_seq=234 Destination Host Unreachable
From 192.168.42.2 icmp_seq=235 Destination Host Unreachable
From 192.168.42.2 icmp_seq=236 Destination Host Unreachable
From 192.168.42.2 icmp_seq=237 Destination Host Unreachable
From 192.168.42.2 icmp_seq=238 Destination Host Unreachable
From 192.168.42.2 icmp_seq=239 Destination Host Unreachable
From 192.168.42.2 icmp_seq=240 Destination Host Unreachable
From 192.168.42.2 icmp_seq=241 Destination Host Unreachable
From 192.168.42.2 icmp_seq=242 Destination Host Unreachable
From 192.168.42.2 icmp_seq=243 Destination Host Unreachable
From 192.168.42.2 icmp_seq=244 Destination Host Unreachable
From 192.168.42.2 icmp_seq=245 Destination Host Unreachable
From 192.168.42.2 icmp_seq=246 Destination Host Unreachable
From 192.168.42.2 icmp_seq=247 Destination Host Unreachable
From 192.168.42.2 icmp_seq=248 Destination Host Unreachable
From 192.168.42.2 icmp_seq=249 Destination Host Unreachable
From 192.168.42.2 icmp_seq=250 Destination Host Unreachable
From 192.168.42.2 icmp_seq=251 Destination Host Unreachable
From 192.168.42.2 icmp_seq=252 Destination Host Unreachable
From 192.168.42.2 icmp_seq=253 Destination Host Unreachable
From 192.168.42.2 icmp_seq=254 Destination Host Unreachable
From 192.168.42.2 icmp_seq=255 Destination Host Unreachable
From 192.168.42.2 icmp_seq=256 Destination Host Unreachable
From 192.168.42.2 icmp_seq=257 Destination Host Unreachable
From 192.168.42.2 icmp_seq=258 Destination Host Unreachable
From 192.168.42.2 icmp_seq=259 Destination Host Unreachable
From 192.168.42.2 icmp_seq=260 Destination Host Unreachable
From 192.168.42.2 icmp_seq=261 Destination Host Unreachable
From 192.168.42.2 icmp_seq=262 Destination Host Unreachable
From 192.168.42.2 icmp_seq=263 Destination Host Unreachable
From 192.168.42.2 icmp_seq=264 Destination Host Unreachable
From 192.168.42.2 icmp_seq=265 Destination Host Unreachable
From 192.168.42.2 icmp_seq=266 Destination Host Unreachable
From 192.168.42.2 icmp_seq=267 Destination Host Unreachable
From 192.168.42.2 icmp_seq=268 Destination Host Unreachable
From 192.168.42.2 icmp_seq=269 Destination Host Unreachable
From 192.168.42.2 icmp_seq=270 Destination Host Unreachable
From 192.168.42.2 icmp_seq=271 Destination Host Unreachable
From 192.168.42.2 icmp_seq=272 Destination Host Unreachable
From 192.168.42.2 icmp_seq=273 Destination Host Unreachable
From 192.168.42.2 icmp_seq=274 Destination Host Unreachable
From 192.168.42.2 icmp_seq=275 Destination Host Unreachable
From 192.168.42.2 icmp_seq=276 Destination Host Unreachable
From 192.168.42.2 icmp_seq=277 Destination Host Unreachable
From 192.168.42.2 icmp_seq=278 Destination Host Unreachable
From 192.168.42.2 icmp_seq=279 Destination Host Unreachable
From 192.168.42.2 icmp_seq=280 Destination Host Unreachable
From 192.168.42.2 icmp_seq=281 Destination Host Unreachable
From 192.168.42.2 icmp_seq=282 Destination Host Unreachable
From 192.168.42.2 icmp_seq=283 Destination Host Unreachable
From 192.168.42.2 icmp_seq=284 Destination Host Unreachable
From 192.168.42.2 icmp_seq=285 Destination Host Unreachable
From 192.168.42.2 icmp_seq=286 Destination Host Unreachable
From 192.168.42.2 icmp_seq=287 Destination Host Unreachable
From 192.168.42.2 icmp_seq=288 Destination Host Unreachable
From 192.168.42.2 icmp_seq=289 Destination Host Unreachable
From 192.168.42.2 icmp_seq=290 Destination Host Unreachable
From 192.168.42.2 icmp_seq=291 Destination Host Unreachable
From 192.168.42.2 icmp_seq=292 Destination Host Unreachable
From 192.168.42.2 icmp_seq=293 Destination Host Unreachable
From 192.168.42.2 icmp_seq=294 Destination Host Unreachable
From 192.168.42.2 icmp_seq=295 Destination Host Unreachable
From 192.168.42.2 icmp_seq=296 Destination Host Unreachable
From 192.168.42.2 icmp_seq=297 Destination Host Unreachable
From 192.168.42.2 icmp_seq=298 Destination Host Unreachable
From 192.168.42.2 icmp_seq=299 Destination Host Unreachable
From 192.168.42.2 icmp_seq=300 Destination Host Unreachable
From 192.168.42.2 icmp_seq=301 Destination Host Unreachable
From 192.168.42.2 icmp_seq=302 Destination Host Unreachable
From 192.168.42.2 icmp_seq=303 Destination Host Unreachable
From 192.168.42.2 icmp_seq=304 Destination Host Unreachable
From 192.168.42.2 icmp_seq=305 Destination Host Unreachable
From 192.168.42.2 icmp_seq=306 Destination Host Unreachable
From 192.168.42.2 icmp_seq=307 Destination Host Unreachable
From 192.168.42.2 icmp_seq=308 Destination Host Unreachable
From 192.168.42.2 icmp_seq=309 Destination Host Unreachable
From 192.168.42.2 icmp_seq=310 Destination Host Unreachable
From 192.168.42.2 icmp_seq=311 Destination Host Unreachable
From 192.168.42.2 icmp_seq=312 Destination Host Unreachable
From 192.168.42.2 icmp_seq=313 Destination Host Unreachable
From 192.168.42.2 icmp_seq=314 Destination Host Unreachable
From 192.168.42.2 icmp_seq=315 Destination Host Unreachable
From 192.168.42.2 icmp_seq=316 Destination Host Unreachable
From 192.168.42.2 icmp_seq=317 Destination Host Unreachable
From 192.168.42.2 icmp_seq=318 Destination Host Unreachable
From 192.168.42.2 icmp_seq=319 Destination Host Unreachable
From 192.168.42.2 icmp_seq=320 Destination Host Unreachable
From 192.168.42.2 icmp_seq=321 Destination Host Unreachable
From 192.168.42.2 icmp_seq=322 Destination Host Unreachable
From 192.168.42.2 icmp_seq=323 Destination Host Unreachable
From 192.168.42.2 icmp_seq=324 Destination Host Unreachable
From 192.168.42.2 icmp_seq=325 Destination Host Unreachable
From 192.168.42.2 icmp_seq=326 Destination Host Unreachable
From 192.168.42.2 icmp_seq=327 Destination Host Unreachable
From 192.168.42.2 icmp_seq=328 Destination Host Unreachable
From 192.168.42.2 icmp_seq=329 Destination Host Unreachable
From 192.168.42.2 icmp_seq=330 Destination Host Unreachable
From 192.168.42.2 icmp_seq=331 Destination Host Unreachable
From 192.168.42.2 icmp_seq=332 Destination Host Unreachable
From 192.168.42.2 icmp_seq=333 Destination Host Unreachable
From 192.168.42.2 icmp_seq=334 Destination Host Unreachable
From 192.168.42.2 icmp_seq=335 Destination Host Unreachable
From 192.168.42.2 icmp_seq=336 Destination Host Unreachable
From 192.168.42.2 icmp_seq=337 Destination Host Unreachable
From 192.168.42.2 icmp_seq=338 Destination Host Unreachable
From 192.168.42.2 icmp_seq=339 Destination Host Unreachable
From 192.168.42.2 icmp_seq=340 Destination Host Unreachable
From 192.168.42.2 icmp_seq=341 Destination Host Unreachable
From 192.168.42.2 icmp_seq=342 Destination Host Unreachable
From 192.168.42.2 icmp_seq=343 Destination Host Unreachable
From 192.168.42.2 icmp_seq=344 Destination Host Unreachable
From 192.168.42.2 icmp_seq=345 Destination Host Unreachable
From 192.168.42.2 icmp_seq=346 Destination Host Unreachable
From 192.168.42.2 icmp_seq=347 Destination Host Unreachable
From 192.168.42.2 icmp_seq=348 Destination Host Unreachable
From 192.168.42.2 icmp_seq=349 Destination Host Unreachable
From 192.168.42.2 icmp_seq=350 Destination Host Unreachable
From 192.168.42.2 icmp_seq=351 Destination Host Unreachable
From 192.168.42.2 icmp_seq=352 Destination Host Unreachable
From 192.168.42.2 icmp_seq=353 Destination Host Unreachable
From 192.168.42.2 icmp_seq=354 Destination Host Unreachable
From 192.168.42.2 icmp_seq=355 Destination Host Unreachable
From 192.168.42.2 icmp_seq=356 Destination Host Unreachable
From 192.168.42.2 icmp_seq=357 Destination Host Unreachable
From 192.168.42.2 icmp_seq=358 Destination Host Unreachable
From 192.168.42.2 icmp_seq=359 Destination Host Unreachable
From 192.168.42.2 icmp_seq=360 Destination Host Unreachable
From 192.168.42.2 icmp_seq=361 Destination Host Unreachable
From 192.168.42.2 icmp_seq=362 Destination Host Unreachable
From 192.168.42.2 icmp_seq=363 Destination Host Unreachable
From 192.168.42.2 icmp_seq=364 Destination Host Unreachable
From 192.168.42.2 icmp_seq=365 Destination Host Unreachable
From 192.168.42.2 icmp_seq=366 Destination Host Unreachable
From 192.168.42.2 icmp_seq=367 Destination Host Unreachable
From 192.168.42.2 icmp_seq=368 Destination Host Unreachable
From 192.168.42.2 icmp_seq=369 Destination Host Unreachable
From 192.168.42.2 icmp_seq=370 Destination Host Unreachable
From 192.168.42.2 icmp_seq=371 Destination Host Unreachable
From 192.168.42.2 icmp_seq=372 Destination Host Unreachable
From 192.168.42.2 icmp_seq=373 Destination Host Unreachable
From 192.168.42.2 icmp_seq=374 Destination Host Unreachable
From 192.168.42.2 icmp_seq=375 Destination Host Unreachable
From 192.168.42.2 icmp_seq=376 Destination Host Unreachable
From 192.168.42.2 icmp_seq=377 Destination Host Unreachable
From 192.168.42.2 icmp_seq=378 Destination Host Unreachable
From 192.168.42.2 icmp_seq=379 Destination Host Unreachable
From 192.168.42.2 icmp_seq=380 Destination Host Unreachable
From 192.168.42.2 icmp_seq=381 Destination Host Unreachable
From 192.168.42.2 icmp_seq=382 Destination Host Unreachable
From 192.168.42.2 icmp_seq=383 Destination Host Unreachable
From 192.168.42.2 icmp_seq=384 Destination Host Unreachable
From 192.168.42.2 icmp_seq=385 Destination Host Unreachable
From 192.168.42.2 icmp_seq=386 Destination Host Unreachable
From 192.168.42.2 icmp_seq=387 Destination Host Unreachable
From 192.168.42.2 icmp_seq=388 Destination Host Unreachable
From 192.168.42.2 icmp_seq=389 Destination Host Unreachable
From 192.168.42.2 icmp_seq=390 Destination Host Unreachable
From 192.168.42.2 icmp_seq=391 Destination Host Unreachable
From 192.168.42.2 icmp_seq=392 Destination Host Unreachable
From 192.168.42.2 icmp_seq=393 Destination Host Unreachable
From 192.168.42.2 icmp_seq=394 Destination Host Unreachable
From 192.168.42.2 icmp_seq=395 Destination Host Unreachable
From 192.168.42.2 icmp_seq=396 Destination Host Unreachable
From 192.168.42.2 icmp_seq=397 Destination Host Unreachable
From 192.168.42.2 icmp_seq=398 Destination Host Unreachable
From 192.168.42.2 icmp_seq=399 Destination Host Unreachable
From 192.168.42.2 icmp_seq=400 Destination Host Unreachable
From 192.168.42.2 icmp_seq=401 Destination Host Unreachable
From 192.168.42.2 icmp_seq=402 Destination Host Unreachable
From 192.168.42.2 icmp_seq=403 Destination Host Unreachable
From 192.168.42.2 icmp_seq=404 Destination Host Unreachable
From 192.168.42.2 icmp_seq=405 Destination Host Unreachable
From 192.168.42.2 icmp_seq=406 Destination Host Unreachable
From 192.168.42.2 icmp_seq=407 Destination Host Unreachable
From 192.168.42.2 icmp_seq=408 Destination Host Unreachable
From 192.168.42.2 icmp_seq=409 Destination Host Unreachable
From 192.168.42.2 icmp_seq=410 Destination Host Unreachable
From 192.168.42.2 icmp_seq=411 Destination Host Unreachable
From 192.168.42.2 icmp_seq=412 Destination Host Unreachable
From 192.168.42.2 icmp_seq=413 Destination Host Unreachable

--- 192.168.42.1 ping statistics ---
622 packets transmitted, 0 received, +405 errors, 100% packet loss, time 621085ms
pipe 4
Initiated communications with pi only slightly below surface of water at 6.3 meters.
PING 192.168.42.1 (192.168.42.1) 56(84) bytes of data.
64 bytes from 192.168.42.1: icmp_seq=1 ttl=64 time=10.6 ms
64 bytes from 192.168.42.1: icmp_seq=2 ttl=64 time=9.63 ms
64 bytes from 192.168.42.1: icmp_seq=3 ttl=64 time=9.61 ms
64 bytes from 192.168.42.1: icmp_seq=4 ttl=64 time=10.0 ms
64 bytes from 192.168.42.1: icmp_seq=5 ttl=64 time=19.7 ms
64 bytes from 192.168.42.1: icmp_seq=6 ttl=64 time=10.3 ms
64 bytes from 192.168.42.1: icmp_seq=7 ttl=64 time=10.4 ms
64 bytes from 192.168.42.1: icmp_seq=8 ttl=64 time=9.91 ms
64 bytes from 192.168.42.1: icmp_seq=9 ttl=64 time=9.69 ms
64 bytes from 192.168.42.1: icmp_seq=10 ttl=64 time=10.1 ms
64 bytes from 192.168.42.1: icmp_seq=11 ttl=64 time=10.2 ms
64 bytes from 192.168.42.1: icmp_seq=12 ttl=64 time=10.7 ms
64 bytes from 192.168.42.1: icmp_seq=13 ttl=64 time=9.78 ms
64 bytes from 192.168.42.1: icmp_seq=14 ttl=64 time=14.9 ms
64 bytes from 192.168.42.1: icmp_seq=15 ttl=64 time=9.63 ms
64 bytes from 192.168.42.1: icmp_seq=16 ttl=64 time=9.65 ms
64 bytes from 192.168.42.1: icmp_seq=17 ttl=64 time=9.72 ms
64 bytes from 192.168.42.1: icmp_seq=18 ttl=64 time=9.82 ms
64 bytes from 192.168.42.1: icmp_seq=19 ttl=64 time=9.74 ms
64 bytes from 192.168.42.1: icmp_seq=20 ttl=64 time=10.4 ms
64 bytes from 192.168.42.1: icmp_seq=21 ttl=64 time=9.88 ms
64 bytes from 192.168.42.1: icmp_seq=22 ttl=64 time=12.3 ms
64 bytes from 192.168.42.1: icmp_seq=23 ttl=64 time=9.92 ms
64 bytes from 192.168.42.1: icmp_seq=24 ttl=64 time=9.81 ms
64 bytes from 192.168.42.1: icmp_seq=25 ttl=64 time=9.84 ms
64 bytes from 192.168.42.1: icmp_seq=26 ttl=64 time=10.2 ms
64 bytes from 192.168.42.1: icmp_seq=27 ttl=64 time=10.6 ms
64 bytes from 192.168.42.1: icmp_seq=28 ttl=64 time=29.2 ms
64 bytes from 192.168.42.1: icmp_seq=29 ttl=64 time=9.78 ms
64 bytes from 192.168.42.1: icmp_seq=30 ttl=64 time=9.43 ms
64 bytes from 192.168.42.1: icmp_seq=31 ttl=64 time=9.56 ms
64 bytes from 192.168.42.1: icmp_seq=32 ttl=64 time=25.4 ms
64 bytes from 192.168.42.1: icmp_seq=33 ttl=64 time=10.7 ms
64 bytes from 192.168.42.1: icmp_seq=34 ttl=64 time=9.60 ms
64 bytes from 192.168.42.1: icmp_seq=35 ttl=64 time=9.53 ms
64 bytes from 192.168.42.1: icmp_seq=36 ttl=64 time=9.47 ms
64 bytes from 192.168.42.1: icmp_seq=37 ttl=64 time=22.3 ms
64 bytes from 192.168.42.1: icmp_seq=38 ttl=64 time=9.58 ms
64 bytes from 192.168.42.1: icmp_seq=39 ttl=64 time=9.76 ms
64 bytes from 192.168.42.1: icmp_seq=40 ttl=64 time=9.40 ms
64 bytes from 192.168.42.1: icmp_seq=41 ttl=64 time=9.77 ms
64 bytes from 192.168.42.1: icmp_seq=60 ttl=64 time=2098 ms
64 bytes from 192.168.42.1: icmp_seq=61 ttl=64 time=1103 ms
64 bytes from 192.168.42.1: icmp_seq=62 ttl=64 time=135 ms
64 bytes from 192.168.42.1: icmp_seq=64 ttl=64 time=49.2 ms
64 bytes from 192.168.42.1: icmp_seq=65 ttl=64 time=11.1 ms
64 bytes from 192.168.42.1: icmp_seq=69 ttl=64 time=80.2 ms
64 bytes from 192.168.42.1: icmp_seq=71 ttl=64 time=32.9 ms
64 bytes from 192.168.42.1: icmp_seq=74 ttl=64 time=35.2 ms
64 bytes from 192.168.42.1: icmp_seq=76 ttl=64 time=40.1 ms
64 bytes from 192.168.42.1: icmp_seq=77 ttl=64 time=12.6 ms
64 bytes from 192.168.42.1: icmp_seq=78 ttl=64 time=30.5 ms
64 bytes from 192.168.42.1: icmp_seq=80 ttl=64 time=61.8 ms
64 bytes from 192.168.42.1: icmp_seq=81 ttl=64 time=29.2 ms
64 bytes from 192.168.42.1: icmp_seq=83 ttl=64 time=29.0 ms
64 bytes from 192.168.42.1: icmp_seq=85 ttl=64 time=27.7 ms
64 bytes from 192.168.42.1: icmp_seq=87 ttl=64 time=16.8 ms
64 bytes from 192.168.42.1: icmp_seq=88 ttl=64 time=42.8 ms
64 bytes from 192.168.42.1: icmp_seq=89 ttl=64 time=11.2 ms
64 bytes from 192.168.42.1: icmp_seq=90 ttl=64 time=11.3 ms
64 bytes from 192.168.42.1: icmp_seq=92 ttl=64 time=75.9 ms
64 bytes from 192.168.42.1: icmp_seq=94 ttl=64 time=46.3 ms
64 bytes from 192.168.42.1: icmp_seq=95 ttl=64 time=13.4 ms
64 bytes from 192.168.42.1: icmp_seq=97 ttl=64 time=57.1 ms
64 bytes from 192.168.42.1: icmp_seq=104 ttl=64 time=10.8 ms
64 bytes from 192.168.42.1: icmp_seq=105 ttl=64 time=12.9 ms
64 bytes from 192.168.42.1: icmp_seq=107 ttl=64 time=26.6 ms
64 bytes from 192.168.42.1: icmp_seq=113 ttl=64 time=11.1 ms
64 bytes from 192.168.42.1: icmp_seq=116 ttl=64 time=47.6 ms
64 bytes from 192.168.42.1: icmp_seq=117 ttl=64 time=24.9 ms
64 bytes from 192.168.42.1: icmp_seq=119 ttl=64 time=14.8 ms
64 bytes from 192.168.42.1: icmp_seq=120 ttl=64 time=35.9 ms
64 bytes from 192.168.42.1: icmp_seq=121 ttl=64 time=15.5 ms
64 bytes from 192.168.42.1: icmp_seq=123 ttl=64 time=69.9 ms
64 bytes from 192.168.42.1: icmp_seq=124 ttl=64 time=11.0 ms
64 bytes from 192.168.42.1: icmp_seq=127 ttl=64 time=67.0 ms
64 bytes from 192.168.42.1: icmp_seq=128 ttl=64 time=11.9 ms
64 bytes from 192.168.42.1: icmp_seq=129 ttl=64 time=11.7 ms
64 bytes from 192.168.42.1: icmp_seq=130 ttl=64 time=25.6 ms
64 bytes from 192.168.42.1: icmp_seq=134 ttl=64 time=58.7 ms
64 bytes from 192.168.42.1: icmp_seq=136 ttl=64 time=34.3 ms
64 bytes from 192.168.42.1: icmp_seq=138 ttl=64 time=63.4 ms
Placed Pi deeper in water.
From 192.168.42.2 icmp_seq=185 Destination Host Unreachable
From 192.168.42.2 icmp_seq=186 Destination Host Unreachable
From 192.168.42.2 icmp_seq=187 Destination Host Unreachable
From 192.168.42.2 icmp_seq=188 Destination Host Unreachable
From 192.168.42.2 icmp_seq=189 Destination Host Unreachable
From 192.168.42.2 icmp_seq=190 Destination Host Unreachable
From 192.168.42.2 icmp_seq=191 Destination Host Unreachable
From 192.168.42.2 icmp_seq=192 Destination Host Unreachable
From 192.168.42.2 icmp_seq=193 Destination Host Unreachable
From 192.168.42.2 icmp_seq=194 Destination Host Unreachable
From 192.168.42.2 icmp_seq=195 Destination Host Unreachable
From 192.168.42.2 icmp_seq=196 Destination Host Unreachable
From 192.168.42.2 icmp_seq=197 Destination Host Unreachable
From 192.168.42.2 icmp_seq=198 Destination Host Unreachable
From 192.168.42.2 icmp_seq=199 Destination Host Unreachable
From 192.168.42.2 icmp_seq=200 Destination Host Unreachable
From 192.168.42.2 icmp_seq=201 Destination Host Unreachable
From 192.168.42.2 icmp_seq=202 Destination Host Unreachable
From 192.168.42.2 icmp_seq=203 Destination Host Unreachable
From 192.168.42.2 icmp_seq=204 Destination Host Unreachable
From 192.168.42.2 icmp_seq=205 Destination Host Unreachable
From 192.168.42.2 icmp_seq=206 Destination Host Unreachable
From 192.168.42.2 icmp_seq=207 Destination Host Unreachable
From 192.168.42.2 icmp_seq=208 Destination Host Unreachable
From 192.168.42.2 icmp_seq=209 Destination Host Unreachable
From 192.168.42.2 icmp_seq=210 Destination Host Unreachable
From 192.168.42.2 icmp_seq=211 Destination Host Unreachable
From 192.168.42.2 icmp_seq=212 Destination Host Unreachable
From 192.168.42.2 icmp_seq=213 Destination Host Unreachable
From 192.168.42.2 icmp_seq=214 Destination Host Unreachable
From 192.168.42.2 icmp_seq=215 Destination Host Unreachable
From 192.168.42.2 icmp_seq=216 Destination Host Unreachable
From 192.168.42.2 icmp_seq=217 Destination Host Unreachable
From 192.168.42.2 icmp_seq=218 Destination Host Unreachable
From 192.168.42.2 icmp_seq=219 Destination Host Unreachable
From 192.168.42.2 icmp_seq=220 Destination Host Unreachable
From 192.168.42.2 icmp_seq=221 Destination Host Unreachable
From 192.168.42.2 icmp_seq=222 Destination Host Unreachable
From 192.168.42.2 icmp_seq=223 Destination Host Unreachable
From 192.168.42.2 icmp_seq=224 Destination Host Unreachable
From 192.168.42.2 icmp_seq=225 Destination Host Unreachable
From 192.168.42.2 icmp_seq=226 Destination Host Unreachable
From 192.168.42.2 icmp_seq=227 Destination Host Unreachable
From 192.168.42.2 icmp_seq=228 Destination Host Unreachable
From 192.168.42.2 icmp_seq=229 Destination Host Unreachable
From 192.168.42.2 icmp_seq=230 Destination Host Unreachable
From 192.168.42.2 icmp_seq=231 Destination Host Unreachable
From 192.168.42.2 icmp_seq=232 Destination Host Unreachable
Moved battery and Pi closer to other Pi and in lower water level.
64 bytes from 192.168.42.1: icmp_seq=233 ttl=64 time=2037 ms
64 bytes from 192.168.42.1: icmp_seq=235 ttl=64 time=71.2 ms
64 bytes from 192.168.42.1: icmp_seq=236 ttl=64 time=16.6 ms
64 bytes from 192.168.42.1: icmp_seq=259 ttl=64 time=1038 ms
64 bytes from 192.168.42.1: icmp_seq=260 ttl=64 time=39.2 ms
64 bytes from 192.168.42.1: icmp_seq=263 ttl=64 time=43.5 ms
Readjusted Battery and Pi deeper in water.
From 192.168.42.2 icmp_seq=310 Destination Host Unreachable
From 192.168.42.2 icmp_seq=311 Destination Host Unreachable
From 192.168.42.2 icmp_seq=312 Destination Host Unreachable
From 192.168.42.2 icmp_seq=313 Destination Host Unreachable
From 192.168.42.2 icmp_seq=314 Destination Host Unreachable
From 192.168.42.2 icmp_seq=315 Destination Host Unreachable
From 192.168.42.2 icmp_seq=316 Destination Host Unreachable
From 192.168.42.2 icmp_seq=317 Destination Host Unreachable
From 192.168.42.2 icmp_seq=318 Destination Host Unreachable
From 192.168.42.2 icmp_seq=319 Destination Host Unreachable
From 192.168.42.2 icmp_seq=320 Destination Host Unreachable
From 192.168.42.2 icmp_seq=321 Destination Host Unreachable
From 192.168.42.2 icmp_seq=322 Destination Host Unreachable
From 192.168.42.2 icmp_seq=323 Destination Host Unreachable
From 192.168.42.2 icmp_seq=324 Destination Host Unreachable
^C
--- 192.168.42.1 ping statistics ---
326 packets transmitted, 88 received, +63 errors, 73% packet loss, time 325332ms
rtt min/avg/max/mdev = 9.404/94.619/2098.717/339.766 ms, pipe 4

